system,n,WER,CER,EM%,cSub,cDel,cIns,weekday,month,day,year,clock,meridiem,num%,alpha%,shape%
ar_beam,50,0.3333333333333333,0.13358778625954199,34.0,0.12786259541984732,0.0,0.0057251908396946565,100.0,96.875,56.25,10.526315789473685,33.333333333333336,100.0,37.68115942028985,98.41269841269842,100.0
ctc_grammar,50,0.23484848484848486,0.08969465648854962,46.0,0.08587786259541985,0.0,0.003816793893129771,100.0,96.875,81.25,42.10526315789474,27.77777777777778,100.0,56.52173913043478,98.41269841269842,100.0
ctc_grammar_ar,50,0.26515151515151514,0.1049618320610687,38.0,0.10114503816793893,0.0,0.003816793893129771,100.0,96.875,71.875,31.57894736842105,33.333333333333336,100.0,50.72463768115942,98.41269841269842,100.0
ctc_greedy,50,0.29545454545454547,0.10877862595419847,34.0,0.06679389312977099,0.030534351145038167,0.011450381679389313,76.92307692307692,93.75,75.0,36.8421052631579,22.22222222222222,100.0,50.72463768115942,92.06349206349206,100.0
ns,50,0.3333333333333333,0.13358778625954199,34.0,0.12786259541984732,0.0,0.0057251908396946565,100.0,96.875,56.25,10.526315789473685,33.333333333333336,100.0,37.68115942028985,98.41269841269842,100.0
ns_joint_adaptive,50,0.2878787878787879,0.11450381679389313,38.0,0.11068702290076336,0.0,0.003816793893129771,100.0,96.875,71.875,15.789473684210526,33.333333333333336,100.0,46.3768115942029,98.41269841269842,100.0
